dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall_id,recall_tieaware,latency_median_ms,latency_p95_ms,build_seconds,memory_mb,repeat
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",32,10,0,0.96667,0.967,0.3874,0.4951,7.75,104.52,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",64,10,0,0.99267,0.99267,0.7179,0.8711,7.75,104.52,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",64,10,0,0.99267,0.99267,0.7066,0.8682,7.75,104.52,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",64,10,0,0.99267,0.99267,0.7103,0.8801,7.75,104.52,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",128,10,0,0.99933,0.99933,1.3876,1.616,7.75,104.52,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",128,10,0,0.99933,0.99933,1.4035,1.6647,7.75,104.52,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",128,10,0,0.99933,0.99933,1.3908,1.6234,7.75,104.52,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",1,10,0,0.225,0.225,0.122,0.1739,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",1,10,0,0.225,0.225,0.1295,0.1776,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",1,10,0,0.225,0.225,0.1259,0.1787,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",2,10,0,0.34,0.34,0.1346,0.1871,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",2,10,0,0.34,0.34,0.1114,0.177,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",2,10,0,0.34,0.34,0.1159,0.1691,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",4,10,0,0.496,0.496,0.1246,0.1799,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",4,10,0,0.496,0.496,0.1232,0.1787,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",4,10,0,0.496,0.496,0.1283,0.1875,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",8,10,0,0.64267,0.64267,0.129,0.1785,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",8,10,0,0.64267,0.64267,0.1318,0.1843,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",8,10,0,0.64267,0.64267,0.1322,0.189,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",16,10,0,0.77633,0.77667,0.1754,0.2474,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",16,10,0,0.77633,0.77667,0.1613,0.2192,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",16,10,0,0.77633,0.77667,0.1629,0.224,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",32,10,0,0.88567,0.886,0.2259,0.3012,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",32,10,0,0.88567,0.886,0.2231,0.2981,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",32,10,0,0.88567,0.886,0.2186,0.296,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",64,10,0,0.952,0.95267,0.3312,0.4243,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",64,10,0,0.952,0.95267,0.3334,0.4299,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",64,10,0,0.952,0.95267,0.3377,0.437,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",128,10,0,0.988,0.98833,0.5529,0.713,26.82,106.1,0
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",128,10,0,0.988,0.98833,0.533,0.6752,26.82,106.1,1
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",128,10,0,0.988,0.98833,0.5612,0.7069,26.82,106.1,2
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",1,10,1,0.242,0.24233,0.0584,0.1134,13.45,3.72,0
