dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall_id,recall_tieaware,latency_median_ms,latency_p95_ms,build_seconds,memory_mb,repeat
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.31033,0.311,0.2582,0.3306,21.12,4.25,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.31,0.31067,0.4509,0.5391,21.12,4.25,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.31,0.31067,0.4725,0.5611,21.12,4.25,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.31,0.31067,0.4874,0.6208,21.12,4.25,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.37533,0.37633,0.0886,0.1344,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.37533,0.37633,0.0871,0.129,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.37533,0.37633,0.0875,0.1301,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38967,0.391,0.0955,0.3608,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38967,0.391,0.094,0.1473,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38967,0.391,0.0935,0.1376,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.40667,0.40767,0.109,0.1581,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.40667,0.40767,0.112,0.1631,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.40667,0.40767,0.1116,0.1641,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.41433,0.41533,0.1284,0.1848,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.41433,0.41533,0.1327,0.1858,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.41433,0.41533,0.1345,0.1857,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.41867,0.41967,0.1717,0.2321,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.41867,0.41967,0.1792,0.2452,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.41867,0.41967,0.1783,0.2396,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.42533,0.42633,0.4222,0.4971,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.42533,0.42633,0.4536,0.5616,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.42533,0.42633,0.4417,0.5234,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.426,0.427,0.737,0.8438,26.48,5.85,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.426,0.427,0.7277,0.8251,26.48,5.85,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.426,0.427,0.7202,0.8197,26.48,5.85,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.39367,0.39467,0.2341,0.3052,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.39367,0.39467,0.2372,0.3137,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.39367,0.39467,0.2357,0.3022,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.433,0.434,0.2432,0.3487,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.433,0.434,0.2279,0.3147,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.433,0.434,0.2229,0.2961,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.45,0.451,0.227,0.3019,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.45,0.451,0.2275,0.3032,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.45,0.451,0.2258,0.2977,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.45767,0.45867,0.2564,0.3369,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.45767,0.45867,0.2461,0.3186,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.45767,0.45867,0.2394,0.3112,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.461,0.46333,0.2642,0.3342,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.461,0.46333,0.2806,0.3547,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.461,0.46333,0.2969,0.3742,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.46433,0.46667,0.4315,0.5231,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.46433,0.46667,0.4102,0.5051,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.46433,0.46667,0.403,0.4899,61.33,8.99,2
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.46567,0.468,0.5789,0.6544,61.33,8.99,0
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.46567,0.468,0.5852,0.6673,61.33,8.99,1
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.46567,0.468,0.5697,0.6522,61.33,8.99,2
