dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall,recall_id,recall_std,latency_ms,latency_ms_std,latency_p95_ms,build_seconds,memory_mb
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.434,0.433,0.0,0.2313333333333333,0.01057654638023836,0.31983333333333336,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.451,0.45,0.0,0.22676666666666667,0.0008736894948054143,0.30093333333333333,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.45866999999999997,0.45767,0.0,0.2473,0.008563293758829036,0.3222333333333333,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.46333,0.461,0.0,0.2805666666666667,0.016350025484179964,0.35436666666666666,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.46667,0.4643300000000001,0.0,0.4149,0.014819919028118859,0.5060333333333333,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.468,0.46567,0.0,0.5779333333333333,0.007795083920865351,0.6579666666666667,61.330000000000005,8.99
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",1,10,1,0.29067,0.29033,0.0,0.07033333333333334,0.0042442117446392005,0.12866666666666668,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.298,0.29767,0.0,0.07203333333333334,0.0007023769168568414,0.11716666666666666,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.30767,0.30733,0.0,0.08083333333333333,0.0018339392937971937,0.13863333333333333,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.30967,0.309,0.0,0.0934,0.0028618176042508347,0.14243333333333333,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.31067,0.31,0.0,0.11873333333333332,0.0016041612554021259,0.18030000000000002,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.311,0.31033,0.0,0.26,0.004762352359916273,0.32970000000000005,21.12,4.25
nytimes-256-angular,200000,256,angular,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.31067,0.31,0.0,0.47026666666666667,0.018352202410973264,0.5736666666666667,21.12,4.25
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",10,10,1,0.73067,0.73067,0.0,0.04426666666666667,0.00168027775481714,0.08126666666666667,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",16,10,0,0.828,0.828,0.0,0.06063333333333334,0.002059935274064044,0.10523333333333333,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",32,10,0,0.9253300000000001,0.9253300000000001,0.0,0.10576666666666668,0.0013203534880225588,0.15316666666666667,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",64,10,0,0.97867,0.97867,0.0,0.18456666666666666,0.0018009256878986865,0.2416,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",128,10,0,0.99667,0.99667,0.0,0.33643333333333336,0.003980368492154133,0.40673333333333334,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",256,10,0,0.999,0.999,0.0,0.6092,0.010836512354074013,0.7306666666666667,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 16, ""efConstruction"": 200}",512,10,0,0.99933,0.99933,0.0,1.1043,0.0011357816691599687,1.3212666666666666,89.29,129.6
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",10,10,0,0.798,0.79767,0.0,0.05910000000000001,0.00043588989435406787,0.10873333333333333,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",16,10,0,0.8763299999999999,0.876,0.0,0.08476666666666666,0.0017502380790433418,0.13383333333333333,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",32,10,0,0.96233,0.9620000000000001,0.0,0.14396666666666666,0.0015567059238447613,0.20183333333333334,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",64,10,0,0.99233,0.99233,0.0,0.26066666666666666,0.00202319878739914,0.33873333333333333,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",128,10,0,0.99933,0.99933,0.0,0.45483333333333337,0.0024440403706431284,0.5777333333333333,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",256,10,0,1.0,1.0,0.0,0.8056666666666666,0.010152011294976634,1.0088666666666668,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 32, ""efConstruction"": 200}",512,10,0,1.0,1.0,0.0,1.4546333333333334,0.008902995750495047,1.7935999999999999,108.86,155.2
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",10,10,0,0.834,0.83333,0.0,0.07106666666666667,0.0003785938897200132,0.12663333333333335,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",16,10,0,0.907,0.906,0.0,0.09923333333333333,0.001903505538035897,0.1569,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",32,10,0,0.97633,0.976,0.0,0.1743,0.005802585630561603,0.23883333333333334,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",64,10,0,0.99567,0.99567,0.0,0.3133333333333333,0.011940407586566417,0.45713333333333334,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",128,10,0,0.99967,0.99967,0.0,0.5477666666666666,0.01970414507999096,0.7782,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",256,10,0,1.0,1.0,0.0,0.9392333333333333,0.020757247730210555,1.2094333333333334,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 48, ""efConstruction"": 400}",512,10,0,1.0,1.0,0.0,1.6557333333333333,0.008957864328808149,2.134933333333333,216.93999999999997,180.80000000000004
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",10,10,0,0.59267,0.59233,0.0,0.03403333333333333,0.0011846237095944566,0.05960000000000001,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",16,10,0,0.689,0.68867,0.0,0.0424,0.0004358898943540659,0.0813,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",32,10,0,0.82,0.81933,0.0,0.06863333333333334,0.0006027713773341688,0.11253333333333333,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",64,10,0,0.918,0.9173300000000001,0.0,0.1218,0.0005291502622129162,0.17289999999999997,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",128,10,0,0.973,0.973,0.0,0.23013333333333333,0.0035697805721547193,0.28736666666666666,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",256,10,0,0.98767,0.98767,0.0,0.41979999999999995,0.0041073105555825724,0.4984,38.67,116.8
sift-128-euclidean,200000,128,euclidean,HNSW,"{""M"": 8, ""efConstruction"": 100}",512,10,0,0.9973300000000002,0.9973300000000002,0.0,0.7975666666666666,0.004974267115197302,0.9253666666666667,38.67,116.8
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",1,10,1,0.528,0.528,0.0,0.12746666666666664,0.0027300793639257696,0.21463333333333334,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",2,10,0,0.69467,0.69467,0.0,0.2376,0.005741950887982241,0.36506666666666665,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",4,10,0,0.86767,0.867,0.0,0.46763333333333335,0.007921068951431588,0.6302,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",8,10,0,0.9659999999999999,0.9659999999999999,0.0,0.8890666666666668,0.00588585875920701,1.1573333333333333,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",16,10,0,0.99567,0.99567,0.0,1.7175666666666665,0.015268376905661343,2.0638666666666667,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",32,10,0,1.0,1.0,0.0,3.3795,0.025531940780128874,3.9050999999999996,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",64,10,0,1.0,1.0,0.0,6.5565999999999995,0.06419041984595565,7.090366666666667,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 100}",128,10,0,1.0,1.0,0.0,10.941933333333333,0.2147377547925222,11.632233333333332,0.4000000000000001,104.05
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",1,10,0,0.308,0.30767,0.0,0.038266666666666664,0.0004041451884327351,0.07646666666666667,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",2,10,0,0.447,0.44666999999999996,0.0,0.0516,0.0009848857801796089,0.0941,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",4,10,0,0.62133,0.621,0.0,0.0775,0.001248999599679676,0.126,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",8,10,0,0.773,0.7726700000000001,0.0,0.12573333333333334,0.0010214368964029843,0.18573333333333333,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",16,10,0,0.882,0.8816700000000001,0.0,0.2188,0.0014525839046334024,0.2997,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",32,10,0,0.967,0.96667,0.0,0.39233333333333337,0.005651843357112225,0.5071333333333333,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",64,10,0,0.99267,0.99267,0.0,0.7116000000000001,0.005761076288333644,0.8731333333333332,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 1024}",128,10,0,0.99933,0.99933,0.0,1.3939666666666666,0.008409716602438689,1.6346999999999998,7.75,104.52
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",1,10,0,0.225,0.225,0.0,0.1258,0.003750999866702214,0.17673333333333333,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",2,10,0,0.34,0.34,0.0,0.12063333333333333,0.012302980668656408,0.17773333333333333,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",4,10,0,0.496,0.496,0.0,0.12536666666666665,0.002635020556529546,0.18203333333333335,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",8,10,0,0.64267,0.64267,0.0,0.131,0.0017435595774162637,0.1839333333333333,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",16,10,0,0.7766699999999999,0.7763300000000001,0.0,0.16653333333333334,0.0077203195097957835,0.2302,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",32,10,0,0.886,0.8856699999999998,0.0,0.22253333333333333,0.0036828431046316973,0.29843333333333333,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",64,10,0,0.95267,0.952,0.0,0.3341,0.0033060550509633056,0.43039999999999995,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-Flat,"{""nlist"": 4096}",128,10,0,0.98833,0.988,0.0,0.5490333333333334,0.014492181800313331,0.6983666666666667,26.820000000000004,106.09999999999998
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.27967,0.27933,0.0,0.04186666666666666,0.0004163331998932246,0.08126666666666667,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.38367,0.38333,0.0,0.049133333333333334,0.00028867513459480916,0.09223333333333333,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.48167,0.48133,0.0,0.064,0.00043588989435406315,0.10823333333333333,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.54467,0.54433,0.0,0.09436666666666667,0.0009609023536933044,0.14586666666666667,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.58167,0.58133,0.0,0.15033333333333335,0.0014977761292440605,0.3142,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.604,0.60367,0.0,0.46806666666666663,0.0021221058723195994,0.5643666666666667,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.604,0.60367,0.0,0.8809333333333335,0.016467037782592647,0.9846,12.18,5.32
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.21533,0.21533,0.0,0.12696666666666667,0.0021126602503321146,0.1776,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.31433,0.31433,0.0,0.1287,0.0009165151389911746,0.18083333333333332,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.427,0.427,0.0,0.13826666666666668,0.0016441816606851338,0.19153333333333333,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.50967,0.50967,0.0,0.15586666666666668,0.0004041451884327416,0.20836666666666667,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.56467,0.56467,0.0,0.20686666666666667,0.021635464712673323,0.3080333333333333,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.61033,0.61033,0.0,0.3836333333333333,0.007642861593234126,0.46763333333333335,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 16, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.616,0.61567,0.0,0.6045333333333333,0.009847503913852106,0.7105666666666667,32.2,6.900000000000001
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",1,10,1,0.24233000000000002,0.242,0.0,0.053766666666666664,0.004015387071420803,0.0981,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.319,0.31867,0.0,0.059566666666666664,0.006180884510596625,0.10636666666666666,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.375,0.37467,0.0,0.0669,0.0039849717690342585,0.1093,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.41,0.40967,0.0,0.08123333333333334,0.0006806859285554053,0.13356666666666667,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.42933,0.429,0.0,0.11209999999999999,0.000519615242270663,0.16093333333333334,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.435,0.43466999999999995,0.0,0.30666666666666664,0.00528803681278161,0.3881333333333334,13.449999999999998,3.72
sift-128-euclidean,200000,128,euclidean,IVF-PQ,"{""m"": 8, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.435,0.43466999999999995,0.0,0.5263666666666666,0.002953528962670456,0.6054,13.449999999999998,3.72
