dataset,n_base,dim,metric,family,build_params,query_param,k,is_default,recall_id,recall_tieaware,latency_median_ms,latency_p95_ms,build_seconds,memory_mb,repeat
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.20033,0.20033,0.046,0.0799,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.20033,0.20033,0.0457,0.0784,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",1,10,0,0.20033,0.20033,0.0459,0.0813,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.242,0.242,0.0488,0.0829,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.242,0.242,0.0487,0.0803,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",2,10,0,0.242,0.242,0.0487,0.0796,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.265,0.265,0.0557,0.0918,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.265,0.265,0.057,0.0914,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",4,10,0,0.265,0.265,0.0577,0.0999,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.27533,0.27533,0.0749,0.1156,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.27533,0.27533,0.0712,0.1053,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",8,10,0,0.27533,0.27533,0.0695,0.1088,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.285,0.285,0.0969,0.1379,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.285,0.285,0.0997,0.1355,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",16,10,0,0.285,0.285,0.0981,0.1377,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.291,0.291,0.2617,0.3212,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.291,0.291,0.2622,0.3084,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",64,10,0,0.291,0.291,0.2706,0.3245,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.29233,0.29233,0.4635,0.5273,12.3,4.01,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.29233,0.29233,0.4606,0.5303,12.3,4.01,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 1024}",128,10,0,0.29233,0.29233,0.4627,0.5221,12.3,4.01,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.17833,0.17833,0.1021,0.1446,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.17833,0.17833,0.1022,0.145,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",1,10,0,0.17833,0.17833,0.1019,0.1475,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.235,0.235,0.1034,0.1482,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.235,0.235,0.1029,0.1467,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",2,10,0,0.235,0.235,0.1028,0.1473,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.25967,0.25967,0.1068,0.149,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.25967,0.25967,0.1069,0.1505,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",4,10,0,0.25967,0.25967,0.1071,0.1543,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.27833,0.27833,0.1147,0.1591,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.27833,0.27833,0.1144,0.1633,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",8,10,0,0.27833,0.27833,0.1081,0.1547,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.29567,0.29567,0.1239,0.1723,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.29567,0.29567,0.1246,0.1719,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",16,10,0,0.29567,0.29567,0.1227,0.1713,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.30967,0.30967,0.2001,0.2819,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.30967,0.30967,0.1987,0.2718,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",64,10,0,0.30967,0.30967,0.1994,0.2679,27.69,5.24,2
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.31033,0.31033,0.2831,0.3513,27.69,5.24,0
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.31033,0.31033,0.2878,0.352,27.69,5.24,1
glove-100-angular,200000,100,angular,IVF-PQ,"{""m"": 10, ""nbits"": 8, ""nlist"": 4096}",128,10,0,0.31033,0.31033,0.2875,0.3636,27.69,5.24,2
